genomospecies	GCF	BGC	GCC	Accession_ID	Description	Product_Prediction	BiGSCAPE_class	Organism	Taxonomy	length	genome	source	domain	phylum	class	order	family	genus	species
PN1RF.vae.23371	GCF09966	PN1CF.bin.75_k141_732594.region001	GCC09966	k141_732594	k141_732594	NRPS	NRPS	NA	NA	5666	PN1CF.bin.75	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.23371	GCF10373	PN1RF.vae.23371_k141_1492751.region001	GCC04256	k141_1492751	k141_1492751	NRPS	NRPS	NA	NA	14437	PN1RF.vae.23371	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.23371	GCF10375	PN1RF.vae.23371_k141_380980.region001	GCC08473	k141_380980	k141_380980	NRPS	NRPS	NA	NA	11821	PN1RF.vae.23371	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.23371	GCF10376	PN1RF.vae.23371_k141_697675.region001	GCC05621	k141_697675	k141_697675	RRE-containing	RiPPs	NA	NA	20267	PN1RF.vae.23371	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.23371	GCF10638	PN1RL.bin.6_k141_1219593.region001	GCC07024	k141_1219593	k141_1219593	NRPS-like	NRPS	NA	NA	7283	PN1RL.bin.6	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.23371	GCF10641	PN1RL.bin.6_k141_1725111.region001	GCC04634	k141_1725111	k141_1725111	NRPS	NRPS	NA	NA	6528	PN1RL.bin.6	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RF.vae.26967	GCF03578	PN1RF.vae.26967_k141_373990.region001	GCC03578	k141_373990	k141_373990	ranthipeptide	RiPPs	NA	NA	5552	PN1RF.vae.26967	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN1RF.vae.7682	GCF10383	PN1RF.vae.7682_k141_628834.region001	GCC13727	k141_628834	k141_628834	ranthipeptide	RiPPs	NA	NA	6786	PN1RF.vae.7682	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__RGIG4131	s__
PN1RG.bin.35	GCF15484	PN1CG.bin.47_k141_435320.region001	GCC06439	k141_435320	k141_435320	RRE-containing	RiPPs	NA	NA	8335	PN1CG.bin.47	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp900760205
PN1RG.vae.2129	GCF10398	PN1RG.vae.2129_k141_233200.region001	GCC10398	k141_233200	k141_233200	RRE-containing	RiPPs	NA	NA	9068	PN1RG.vae.2129	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1810	f__UMGS1810	g__RGIG1828	s__
PN1RG.vae.2129	GCF10399	PN1RG.vae.2129_k141_92319.region001	GCC05472	k141_92319	k141_92319	ranthipeptide	RiPPs	NA	NA	13800	PN1RG.vae.2129	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1810	f__UMGS1810	g__RGIG1828	s__
PN1RH.bin.137	GCF10409	PN1RH.bin.137_k141_1761453.region001	GCC06359	k141_1761453	k141_1761453	RRE-containing	RiPPs	NA	NA	10961	PN1RH.bin.137	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Firm-18	g__UBA1775	s__
PN1RH.bin.137	GCF10410	PN1RH.bin.137_k141_2283220.region001	GCC07032	k141_2283220	k141_2283220	betalactone	Others	NA	NA	22309	PN1RH.bin.137	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Firm-18	g__UBA1775	s__
PN1RH.bin.189	GCF08087	PN1RE.bin.145_k141_593009.region001	GCC08087	k141_593009	k141_593009	NRPS-like	NRPS	NA	NA	16109	PN1RE.bin.145	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__
PN1RH.bin.189	GCF10309	PN1RE.bin.145_k141_503466.region001	GCC06620	k141_503466	k141_503466	RRE-containing	RiPPs	NA	NA	12261	PN1RE.bin.145	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__
PN1RH.bin.189	GCF10414	PN1RH.bin.189_k141_2401463.region001	GCC03227	k141_2401463	k141_2401463	RRE-containing	RiPPs	NA	NA	5932	PN1RH.bin.189	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__Acholeplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__
PN1RH.bin.217	GCF09922	PN1LI.bin.93_k141_305198.region001	GCC09922	k141_305198	k141_305198	RRE-containing	RiPPs	NA	NA	7621	PN1LI.bin.93	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.217	GCF14779	PN1LI.bin.93_k141_366879.region001	GCC08035	k141_366879	k141_366879	ranthipeptide	RiPPs	NA	NA	5821	PN1LI.bin.93	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.217	GCF14894	PN1RE.vae.8181_k141_1115648.region001	GCC12596	k141_1115648	k141_1115648	RRE-containing	RiPPs	NA	NA	7171	PN1RE.vae.8181	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.217	GCF15191	PN1RH.bin.217_k141_2542184.region001	GCC10265	k141_2542184	k141_2542184	RRE-containing	RiPPs	NA	NA	5982	PN1RH.bin.217	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.217	GCF15863	PN1RE.vae.8181_k141_486415.region001	GCC03542	k141_486415	k141_486415	cyclic-lactone-autoinducer	RiPPs	NA	NA	11071	PN1RE.vae.8181	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.217	GCF18083	PN8RO.bin.188_k141_1078332.region001	GCC04977	k141_1078332	k141_1078332	RRE-containing	RiPPs	NA	NA	5478	PN8RO.bin.188	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-488	s__
PN1RH.bin.273	GCF18035	PN1RH.bin.273_k141_2303419.region001	GCC14455	k141_2303419	k141_2303419	ranthipeptide	RiPPs	NA	NA	7307	PN1RH.bin.273	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger variabilis_A
PN1RH.vae.11488	GCF07026	PN14RG.vae.31743_k141_1360252.region001	GCC10326	k141_1360252	k141_1360252	RRE-containing	RiPPs	NA	NA	6272	PN14RG.vae.31743	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp016302625
PN1RH.vae.11488	GCF10438	PN1RH.vae.11488_k141_852080.region001	GCC01630	k141_852080	k141_852080	RRE-containing	RiPPs	NA	NA	7025	PN1RH.vae.11488	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp016302625
PN1RH.vae.11488	GCF10608	PN1RH.vae.11488_k141_3026222.region001	GCC10198	k141_3026222	k141_3026222	RRE-containing	RiPPs	NA	NA	12543	PN1RH.vae.11488	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__UBA737 sp016302625
PN1RH.vae.13216	GCF10440	PN1RH.vae.13216_k141_2618400.region001	GCC17660	k141_2618400	k141_2618400	ranthipeptide	RiPPs	NA	NA	18756	PN1RH.vae.13216	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Phil1	s__Phil1 sp004558525
PN1RH.vae.18292	GCF04081	PN5RD.vae.1157_k141_13662.region001	GCC17963	k141_13662	k141_13662	ranthipeptide	RiPPs	NA	NA	12838	PN5RD.vae.1157	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGTTR01	s__JAGTTR01 sp022763925
PN1RH.vae.18292	GCF10049	PN2RA.vae.9461_k141_2434039.region001	GCC10049	k141_2434039	k141_2434039	ranthipeptide	RiPPs	NA	NA	21623	PN2RA.vae.9461	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGTTR01	s__JAGTTR01 sp022763925
PN1RH.vae.18292	GCF11409	PN2RA.vae.9461_k141_89850.region001	GCC04447	k141_89850	k141_89850	RRE-containing	RiPPs	NA	NA	6314	PN2RA.vae.9461	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGTTR01	s__JAGTTR01 sp022763925
PN1RH.vae.18292	GCF16362	PN5RA.vae.25367_k141_784211.region001	GCC14176	k141_784211	k141_784211	ranthipeptide	RiPPs	NA	NA	8316	PN5RA.vae.25367	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAGTTR01	s__JAGTTR01 sp022763925
PN1RH.vae.21008	GCF09394	PN1CB.vae.22217_k141_530179.region001	GCC06620	k141_530179	k141_530179	RRE-containing	RiPPs	NA	NA	14602	PN1CB.vae.22217	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN1RH.vae.21008	GCF16056	PN7RD.vae.1972_k141_14379.region001	GCC05002	k141_14379	k141_14379	RRE-containing	RiPPs	NA	NA	8160	PN7RD.vae.1972	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN1RH.vae.22029	GCF10449	PN1RH.vae.22029_k141_3079552.region001	GCC14821	k141_3079552	k141_3079552	ranthipeptide	RiPPs	NA	NA	8038	PN1RH.vae.22029	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__
PN1RH.vae.26417	GCF09441	PN1CD.vae.11232_k141_578299.region001	GCC17343	k141_578299	k141_578299	betalactone	Others	NA	NA	13362	PN1CD.vae.11232	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp018385395
PN1RH.vae.26417	GCF10746	PN2CB.vae.16220_k141_48913.region001	GCC10160	k141_48913	k141_48913	betalactone	Others	NA	NA	30571	PN2CB.vae.16220	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp018385395
PN1RH.vae.26417	GCF16280	PN13RO.vae.12759_k141_1057631.region001	GCC12705	k141_1057631	k141_1057631	arylpolyene	Others	NA	NA	24971	PN13RO.vae.12759	metagenome-assembly	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp018385395
PN1RH.vae.26451	GCF03844	PN2RA.vae.59316_k141_829325.region001	GCC03844	k141_829325	k141_829325	NRPS-like	NRPS	NA	NA	7034	PN2RA.vae.59316	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1212	f__SIG427	g__SIG427	s__
PN1RH.vae.26451	GCF10452	PN1RH.vae.26451_k141_1282241.region001	GCC02999	k141_1282241	k141_1282241	NRPS-like	NRPS	NA	NA	22872	PN1RH.vae.26451	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UBA1212	f__SIG427	g__SIG427	s__
PN1RH.vae.5691	GCF12944	PN1RH.vae.5691_k141_1030478.region001	GCC05472	k141_1030478	k141_1030478	ranthipeptide	RiPPs	NA	NA	5908	PN1RH.vae.5691	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN1RH.vae.9410	GCF10469	PN1RH.vae.9410_k141_2657338.region001	GCC08663	k141_2657338	k141_2657338	NRPS	NRPS	NA	NA	6319	PN1RH.vae.9410	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452 sp934162925
PN1RI.bin.31	GCF06808	PN1RE.bin.127_k141_648694.region001	GCC07802	k141_648694	k141_648694	RRE-containing	RiPPs	NA	NA	10197	PN1RE.bin.127	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.bin.31	GCF07484	PN1RI.bin.31_k141_1159253.region001	GCC12155	k141_1159253	k141_1159253	thiopeptide	RiPPs	NA	NA	33664	PN1RI.bin.31	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.bin.31	GCF07485	PN1RE.bin.127_k141_1758000.region001	GCC18074	k141_1758000	k141_1758000	betalactone	Others	NA	NA	23710	PN1RE.bin.127	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.bin.31	GCF10526	PN1RE.bin.127_k141_1221184.region001	GCC15123	k141_1221184	k141_1221184	ranthipeptide	RiPPs	NA	NA	14668	PN1RE.bin.127	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.bin.31	GCF14389	PN5RC.vae.15444_k141_427157.region001	GCC08859	k141_427157	k141_427157	betalactone	Others	NA	NA	6319	PN5RC.vae.15444	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.bin.31	GCF18074	PN8RD.vae.15728_k141_664012.region001	GCC18074	k141_664012	k141_664012	betalactone	Others	NA	NA	32202	PN8RD.vae.15728	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__UBA644	g__UBA644	s__UBA644 sp002299265
PN1RI.vae.10626	GCF10685	PN1RI.vae.10626_k141_720752.region001	GCC08885	k141_720752	k141_720752	ranthipeptide	RiPPs	NA	NA	12505	PN1RI.vae.10626	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Fimenecus	s__Fimenecus sp900766945
PN1RI.vae.131426	GCF10494	PN1RI.vae.131426_k141_1747037.region001	GCC12080	k141_1747037	k141_1747037	NRPS	NRPS	NA	NA	5597	PN1RI.vae.131426	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__UBA1234	g__	s__
PN1RI.vae.28561	GCF13806	PN3LG.vae.18308_k141_258870.region001	GCC09349	k141_258870	k141_258870	cyclic-lactone-autoinducer	RiPPs	NA	NA	6395	PN3LG.vae.18308	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-1193	s__
PN1RI.vae.42105	GCF11387	PN15RH.vae.33719_k141_344665.region001	GCC05604	k141_344665	k141_344665	cyclic-lactone-autoinducer	RiPPs	NA	NA	20755	PN15RH.vae.33719	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp934162325
PN1RI.vae.68459	GCF14282	PN1RI.vae.68459_k141_84371.region001	GCC12680	k141_84371	k141_84371	cyclic-lactone-autoinducer	RiPPs	NA	NA	11276	PN1RI.vae.68459	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__Aphodocola	s__Aphodocola sp945788325
PN1RJ.bin.125	GCF10517	PN1RJ.bin.125_k141_1057967.region001	GCC11383	k141_1057967	k141_1057967	ranthipeptide	RiPPs	NA	NA	18775	PN1RJ.bin.125	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__JALEJU01	s__JALEJU01 sp022769485
PN1RJ.bin.125	GCF10518	PN1RJ.bin.125_k141_1425748.region001	GCC15674	k141_1425748	k141_1425748	betalactone	Others	NA	NA	22602	PN1RJ.bin.125	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__JALEJU01	s__JALEJU01 sp022769485
PN1RJ.bin.125	GCF10519	PN1RJ.bin.125_k141_215828.region001	GCC11998	k141_215828	k141_215828	betalactone	Others	NA	NA	29816	PN1RJ.bin.125	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__JALEJU01	s__JALEJU01 sp022769485
PN1RJ.bin.128	GCF10520	PN1RJ.bin.128_k141_754199.region001	GCC14551	k141_754199	k141_754199	RRE-containing	RiPPs	NA	NA	11072	PN1RJ.bin.128	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG1959	s__
PN1RJ.bin.128	GCF10521	PN1RJ.bin.128_k141_775902.region001	GCC07805	k141_775902	k141_775902	ranthipeptide	RiPPs	NA	NA	6784	PN1RJ.bin.128	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG1959	s__
PN1RJ.bin.134	GCF10523	PN1RJ.bin.134_k141_1367565.region001	GCC09211	k141_1367565	k141_1367565	ranthipeptide	RiPPs	NA	NA	20441	PN1RJ.bin.134	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__	s__
PN1RJ.bin.134	GCF10524	PN1RJ.bin.134_k141_338120.region001	GCC10524	k141_338120	k141_338120	betalactone	Others	NA	NA	28961	PN1RJ.bin.134	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__	s__
PN1RJ.bin.150	GCF10525	PN14RL.vae.47901_k141_2028238.region001	GCC02648	k141_2028238	k141_2028238	ranthipeptide	RiPPs	NA	NA	19966	PN14RL.vae.47901	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__CAG-1024	s__CAG-1024 sp004554165
PN1RJ.bin.83	GCF10541	PN1RJ.bin.83_k141_777616.region001	GCC09346	k141_777616	k141_777616	RRE-containing	RiPPs	NA	NA	9599	PN1RJ.bin.83	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__SIG607	s__SIG607 sp016295355
PN1RJ.vae.11288	GCF09048	PN3RF.vae.58510_k141_2894363.region001	GCC03671	k141_2894363	k141_2894363	cyclic-lactone-autoinducer	RiPPs	NA	NA	30995	PN3RF.vae.58510	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RGIG3141	s__
PN1RJ.vae.11288	GCF09049	PN16RL.vae.1920_k141_1093412.region001	GCC09049	k141_1093412	k141_1093412	ranthipeptide	RiPPs	NA	NA	21574	PN16RL.vae.1920	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RGIG3141	s__
PN1RJ.vae.11288	GCF09182	PN16RT.bin.151_k141_1673908.region001	GCC09049	k141_1673908	k141_1673908	ranthipeptide	RiPPs	NA	NA	7808	PN16RT.bin.151	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RGIG3141	s__
PN1RJ.vae.11288	GCF13253	PN3RG.vae.1919_k141_1909227.region001	GCC07572	k141_1909227	k141_1909227	RRE-containing	RiPPs	NA	NA	5508	PN3RG.vae.1919	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RGIG3141	s__
PN1RJ.vae.11288	GCF15818	PN6RS.bin.6_k141_1829407.region001	GCC13731	k141_1829407	k141_1829407	cyclic-lactone-autoinducer	RiPPs	NA	NA	6714	PN6RS.bin.6	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__RGIG3141	s__
PN1RJ.vae.118362	GCF10545	PN1RJ.vae.118362_k141_1313526.region001	GCC15165	k141_1313526	k141_1313526	NRPS-like	NRPS	NA	NA	23713	PN1RJ.vae.118362	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__
PN1RJ.vae.13990	GCF10547	PN1RJ.vae.13990_k141_268834.region001	GCC16501	k141_268834	k141_268834	RRE-containing	RiPPs	NA	NA	5299	PN1RJ.vae.13990	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1883	f__UMGS1883	g__UMGS1883	s__
PN1RJ.vae.21767	GCF17366	PN1RJ.vae.21767_k141_104142.region001	GCC17882	k141_104142	k141_104142	cyclic-lactone-autoinducer	RiPPs	NA	NA	6036	PN1RJ.vae.21767	metagenome-assembly	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-710	s__CAG-710 sp000432595
PN1RJ.vae.25365	GCF07239	PN8RS.vae.3469_k141_1171066.region001	GCC08701	k141_1171066	k141_1171066	NRPS	NRPS	NA	NA	32353	PN8RS.vae.3469	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__UBA1234	g__HGM13618	s__HGM13618 sp900753975
PN1RJ.vae.3602	GCF11344	PN2LJ.vae.2206_k141_389963.region001	GCC13003	k141_389963	k141_389963	cyclic-lactone-autoinducer	RiPPs	NA	NA	8049	PN2LJ.vae.2206	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp023399035
PN1RJ.vae.47929	GCF10558	PN1RJ.vae.47929_k141_692694.region001	GCC13788	k141_692694	k141_692694	RRE-containing	RiPPs	NA	NA	14009	PN1RJ.vae.47929	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__UMGS1883	f__UMGS1883	g__UMGS1883	s__
PN1RJ.vae.73852	GCF10679	PN1RJ.vae.73852_k141_1755072.region001	GCC06756	k141_1755072	k141_1755072	RRE-containing	RiPPs	NA	NA	5814	PN1RJ.vae.73852	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945635805
PN1RK.bin.224	GCF10570	PN1RK.bin.224_k141_437634.region001	GCC14387	k141_437634	k141_437634	NRPS	NRPS	NA	NA	37453	PN1RK.bin.224	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__
PN1RK.vae.14281	GCF10271	PN1RK.vae.14281_k141_3315436.region001	GCC17963	k141_3315436	k141_3315436	RRE-containing	RiPPs	NA	NA	7073	PN1RK.vae.14281	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__RGIG2206	s__
PN1RK.vae.19830	GCF10587	PN1RK.vae.19830_k141_3186778.region001	GCC10587	k141_3186778	k141_3186778	arylpolyene	Others	NA	NA	5919	PN1RK.vae.19830	metagenome-assembly	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__RF16	s__RF16 sp021152555
PN1RK.vae.7124	GCF04477	PN7RF.vae.4816_k141_1361171.region001	GCC04477	k141_1361171	k141_1361171	betalactone	Others	NA	NA	10544	PN7RF.vae.4816	metagenome-assembly	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAKUOV01	s__
PN1RK.vae.7124	GCF16605	PN7RO.vae.8865_k141_1011168.region001	GCC03172	k141_1011168	k141_1011168	betalactone	Others	NA	NA	5280	PN7RO.vae.8865	metagenome-assembly	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAKUOV01	s__
PN1RK.vae.9763	GCF10606	PN1RK.vae.9763_k141_2897610.region001	GCC09905	k141_2897610	k141_2897610	ranthipeptide	RiPPs	NA	NA	21374	PN1RK.vae.9763	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__RGIG9096	s__
PN1RL.bin.118	GCF10460	PN1RL.bin.118_k141_2041739.region001	GCC08562	k141_2041739	k141_2041739	ranthipeptide	RiPPs	NA	NA	20831	PN1RL.bin.118	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__
PN1RL.bin.118	GCF10608	PN1RL.bin.118_k141_997447.region001	GCC10198	k141_997447	k141_997447	RRE-containing	RiPPs	NA	NA	16290	PN1RL.bin.118	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__
PN1RL.bin.141	GCF10612	PN1RL.bin.141_k141_1114544.region001	GCC10612	k141_1114544	k141_1114544	NRPS	NRPS	NA	NA	6729	PN1RL.bin.141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__
PN1RL.bin.141	GCF10613	PN1RL.bin.141_k141_1933580.region001	GCC08051	k141_1933580	k141_1933580	cyclic-lactone-autoinducer	RiPPs	NA	NA	5423	PN1RL.bin.141	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__
PN1RL.bin.187	GCF09966	PN1LL.bin.17_k141_408814.region001	GCC09966	k141_408814	k141_408814	NRPS	NRPS	NA	NA	6350	PN1LL.bin.17	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
PN1RL.bin.187	GCF10172	PN1RL.bin.187_k141_1417429.region001	GCC10172	k141_1417429	k141_1417429	cyclic-lactone-autoinducer	RiPPs	NA	NA	17698	PN1RL.bin.187	metagenome-assembly	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__
