name	vOTU_rename	contig_len	provirus	checkv_quality	miuvig_quality	completeness	contamination	family	host	type	expand	AMG_count
PN1RI|k141_1426593	vOTU_04125	101749	No	Complete	High-quality	100	0	Podoviridae_crAss-like	multi-families	lytic	No	0
PN7RK|k141_2313542	vOTU_04126	95819	No	High-quality	High-quality	95.6	0	Podoviridae_crAss-like	multi-families	lytic	No	0
PN7RQ|k141_1967579	vOTU_04127	98906	No	Complete	High-quality	100	0	Podoviridae_crAss-like	multi-families	lytic	No	0
PN8RC|k141_427281	vOTU_04128	101229	No	Complete	High-quality	100	0	Podoviridae_crAss-like	multi-families	lytic	No	0
PN7RM|k141_1051116	vOTU_04129	15437	No	Medium-quality	Genome-fragment	69.53	0	Salasmaviridae	multi-families	lytic	No	0
CH41|NODE_3_1	vOTU_04130	53507	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
J1406|NODE_1_1	vOTU_04131	44816	No	High-quality	High-quality	99.92	0	Siphoviridae	multi-families	lysogenic	No	0
J2-1|NODE_2_1	vOTU_04132	37114	No	Medium-quality	Genome-fragment	54.51	0	Siphoviridae	multi-families	lytic	No	0
PN10RC|k141_1371786_1	vOTU_04133	35112	No	High-quality	High-quality	93.38	0	Siphoviridae	multi-families	lytic	No	0
PN10RK|k141_2074259	vOTU_04134	34010	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN10RK|k141_546121	vOTU_04135	60224	No	High-quality	High-quality	99.79	0	Siphoviridae	multi-families	lytic	No	0
PN10RL|k141_1876712	vOTU_04136	57304	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN10RL|k141_775161	vOTU_04137	67237	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN10RM|k141_824557_1	vOTU_04138	22974	No	Medium-quality	Genome-fragment	57.2	0	Siphoviridae	multi-families	lysogenic	No	0
PN10RR|k141_1003756	vOTU_04139	41238	No	Medium-quality	Genome-fragment	74.24	0	Siphoviridae	multi-families	lysogenic	No	0
PN11RA|k141_2106867	vOTU_04140	33303	No	Medium-quality	Genome-fragment	55.12	0	Siphoviridae	multi-families	lytic	No	0
PN11RI|k141_99046	vOTU_04141	128605	No	Medium-quality	Genome-fragment	84.33	0	Siphoviridae	multi-families	lytic	No	0
PN12RA|k141_927627	vOTU_04142	17475	No	Medium-quality	Genome-fragment	50.46	0	Siphoviridae	multi-families	lytic	No	0
PN12RG|k141_252288	vOTU_04143	33964	No	Medium-quality	Genome-fragment	56.41	0	Siphoviridae	multi-families	lytic	No	0
PN12RG|k141_299046	vOTU_04144	48279	No	Medium-quality	Genome-fragment	78.12	0	Siphoviridae	multi-families	lytic	No	0
PN12RG|k141_930711	vOTU_04145	59435	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN12RH|k141_1345120	vOTU_04146	46897	No	Medium-quality	Genome-fragment	76.17	0	Siphoviridae	multi-families	lytic	No	0
PN12RJ|k141_1781765	vOTU_04147	60931	No	Medium-quality	Genome-fragment	87.15	0	Siphoviridae	multi-families	lytic	No	0
PN13RA|k141_1148318	vOTU_04148	58894	No	High-quality	High-quality	95.61	0	Siphoviridae	multi-families	lytic	No	0
PN13RE|k141_1551744	vOTU_04149	21326	No	Medium-quality	Genome-fragment	58.09	0	Siphoviridae	multi-families	lytic	No	0
PN13RE|k141_1580265	vOTU_04150	23881	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN13RG|k141_64910	vOTU_04151	42259	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN13RH|k141_265040	vOTU_04152	23386	No	Medium-quality	Genome-fragment	62.64	0	Siphoviridae	multi-families	lytic	No	0
PN13RI|k141_1116564	vOTU_04153	41701	No	Medium-quality	Genome-fragment	68.81	0	Siphoviridae	multi-families	lytic	No	0
PN13RI|k141_1298280	vOTU_04154	60451	No	High-quality	High-quality	97.86	0	Siphoviridae	multi-families	lytic	No	0
PN13RI|k141_1624497	vOTU_04155	51275	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN13RJ|k141_1724669	vOTU_04156	53295	No	Medium-quality	Genome-fragment	85.86	0	Siphoviridae	multi-families	lytic	No	0
PN13RK|k141_455714	vOTU_04157	155795	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN13RL|k141_1174688	vOTU_04158	59190	No	High-quality	High-quality	95.23	0	Siphoviridae	multi-families	lytic	No	0
PN13RL|k141_810070_1	vOTU_04159	30360	No	Medium-quality	Genome-fragment	88.29	0	Siphoviridae	multi-families	lytic	No	0
PN13RM|k141_476830	vOTU_04160	45901	No	Medium-quality	Genome-fragment	79.96	0	Siphoviridae	multi-families	lytic	No	0
PN13RN|k141_478660	vOTU_04161	31862	No	Medium-quality	Genome-fragment	68.89	0	Siphoviridae	multi-families	lytic	No	0
PN13RO|k141_213607	vOTU_04162	32292	No	Medium-quality	Genome-fragment	52.28	0	Siphoviridae	multi-families	lytic	No	0
PN13RP|k141_1270585	vOTU_04163	139923	No	Medium-quality	Genome-fragment	89.33	0	Siphoviridae	multi-families	lytic	No	0
PN13RU|k141_2044794	vOTU_04164	89867	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RC|k141_1491586	vOTU_04165	111899	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RC|k141_1491593	vOTU_04166	153153	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RF|k141_278432	vOTU_04167	22180	No	Medium-quality	Genome-fragment	64.69	0	Siphoviridae	multi-families	lysogenic	No	0
PN14RF|k141_500513	vOTU_04168	39882	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RG|k141_1200157	vOTU_04169	43040	No	Medium-quality	Genome-fragment	70.28	0	Siphoviridae	multi-families	lytic	No	0
PN14RL|k141_178622	vOTU_04170	36173	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RM|k141_834773_1	vOTU_04171	33366	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN14RN|k141_195930_1	vOTU_04172	26412	No	Medium-quality	Genome-fragment	71.36	0	Siphoviridae	multi-families	lytic	No	0
PN14RP|k141_1245201	vOTU_04173	45576	No	Medium-quality	Genome-fragment	74.72	0	Siphoviridae	multi-families	lytic	No	0
PN14RP|k141_185206	vOTU_04174	54876	No	Medium-quality	Genome-fragment	89.27	0	Siphoviridae	multi-families	lytic	No	0
PN14RP|k141_281735	vOTU_04175	47859	No	Medium-quality	Genome-fragment	78.59	0	Siphoviridae	multi-families	lysogenic	No	0
PN14RP|k141_306527	vOTU_04176	30459	No	Medium-quality	Genome-fragment	86.81	0	Siphoviridae	multi-families	lytic	No	0
PN15RA|k141_211459	vOTU_04177	88484	No	Medium-quality	Genome-fragment	62.85	0	Siphoviridae	multi-families	lysogenic	No	0
PN15RB|k141_131079	vOTU_04178	46483	No	Medium-quality	Genome-fragment	75.5	0	Siphoviridae	multi-families	lytic	No	0
PN15RE|k141_612749	vOTU_04179	49607	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN15RF|k141_543628	vOTU_04180	80375	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN15RF|k141_65152	vOTU_04181	26263	No	Medium-quality	Genome-fragment	71.15	0	Siphoviridae	multi-families	lytic	No	0
PN15RF|k141_771496	vOTU_04182	31103	No	Medium-quality	Genome-fragment	50.37	0	Siphoviridae	multi-families	lytic	No	0
PN15RG|k141_99406	vOTU_04183	50251	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN15RH|k141_1067029	vOTU_04184	58675	No	High-quality	High-quality	95.52	0	Siphoviridae	multi-families	lytic	No	0
PN15RH|k141_1247463	vOTU_04185	29622	No	Medium-quality	Genome-fragment	76.53	0	Siphoviridae	multi-families	lytic	No	0
PN15RI|k141_212503	vOTU_04186	42459	No	Medium-quality	Genome-fragment	67.69	0	Siphoviridae	multi-families	lytic	No	0
PN15RK|k141_468321	vOTU_04187	29866	No	Medium-quality	Genome-fragment	89.93	0	Siphoviridae	multi-families	lysogenic	No	0
PN15RL|k141_4850	vOTU_04188	20368	No	Medium-quality	Genome-fragment	50.76	0	Siphoviridae	multi-families	lytic	No	0
PN16RA|k141_2355383	vOTU_04189	54458	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN16RC|k141_1822126	vOTU_04190	57555	No	High-quality	High-quality	95.63	0	Siphoviridae	multi-families	lytic	No	0
PN16RE|k141_593313	vOTU_04191	56374	No	Medium-quality	Genome-fragment	76.46	0	Siphoviridae	multi-families	lysogenic	No	0
PN16RF|k141_2023108	vOTU_04192	52471	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN16RM|k141_1859	vOTU_04193	25037	No	Medium-quality	Genome-fragment	64.12	0	Siphoviridae	multi-families	lytic	No	0
PN16RP|k141_1124870	vOTU_04194	39322	No	Medium-quality	Genome-fragment	80.45	0	Siphoviridae	multi-families	lysogenic	No	0
PN1CA|k141_550183	vOTU_04195	29249	No	Medium-quality	Genome-fragment	57.95	0	Siphoviridae	multi-families	lytic	No	0
PN1CB|k141_1849213	vOTU_04196	57349	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1CC|k141_16028_1	vOTU_04197	39103	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN1CH|k141_810082	vOTU_04198	83295	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1CJ|k141_425443	vOTU_04199	53397	No	Medium-quality	Genome-fragment	88.56	0	Siphoviridae	multi-families	lytic	No	0
PN1JE|k141_493239	vOTU_04200	40261	No	Medium-quality	Genome-fragment	81.26	0	Siphoviridae	multi-families	lysogenic	No	0
PN1JF|k141_56312	vOTU_04201	25602	No	Medium-quality	Genome-fragment	67.48	0	Siphoviridae	multi-families	lytic	No	0
PN1LC|k141_1343455	vOTU_04202	43086	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN1LG|k141_775130_1	vOTU_04203	18858	No	Medium-quality	Genome-fragment	54.64	0	Siphoviridae	multi-families	lytic	No	0
PN1RA|k141_146248	vOTU_04204	56480	No	High-quality	High-quality	95.41	0	Siphoviridae	multi-families	lysogenic	No	0
PN1RA|k141_1910072	vOTU_04205	121189	No	Medium-quality	Genome-fragment	76.11	0	Siphoviridae	multi-families	lytic	No	0
PN1RA|k141_2242843	vOTU_04206	38573	No	Medium-quality	Genome-fragment	69.37	0	Siphoviridae	multi-families	lytic	No	0
PN1RA|k141_4399294	vOTU_04207	57390	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RA|k141_4399322	vOTU_04208	21593	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN1RD|k141_1686666	vOTU_04209	25194	No	Medium-quality	Genome-fragment	62.91	0	Siphoviridae	multi-families	lysogenic	No	0
PN1RD|k141_325874	vOTU_04210	24465	No	Medium-quality	Genome-fragment	54.21	0	Siphoviridae	multi-families	lytic	No	0
PN1RD|k141_581716	vOTU_04211	86849	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RE|k141_1315456	vOTU_04212	44563	No	Medium-quality	Genome-fragment	73.48	0	Siphoviridae	multi-families	lytic	No	0
PN1RE|k141_50357	vOTU_04213	59706	No	High-quality	High-quality	98.94	0	Siphoviridae	multi-families	lytic	No	0
PN1RE|k141_894331	vOTU_04214	52842	No	Medium-quality	Genome-fragment	84.57	0	Siphoviridae	multi-families	lytic	No	0
PN1RE|k141_899991_1	vOTU_04215	42023	No	High-quality	High-quality	99.32	0	Siphoviridae	multi-families	lysogenic	No	0
PN1RG|k141_520768	vOTU_04216	54163	No	Medium-quality	Genome-fragment	89.48	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_1616080	vOTU_04217	36923	No	Medium-quality	Genome-fragment	59.63	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_1846805	vOTU_04218	53800	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_2344809	vOTU_04219	34664	No	Medium-quality	Genome-fragment	87.17	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_3088506	vOTU_04220	50778	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_440105	vOTU_04221	56558	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RH|k141_709530	vOTU_04222	15707	No	Medium-quality	Genome-fragment	68.32	0	Siphoviridae	multi-families	lytic	No	0
PN1RI|k141_959228	vOTU_04223	27019	No	Medium-quality	Genome-fragment	72.45	0	Siphoviridae	multi-families	lytic	No	0
PN1RJ|k141_694816	vOTU_04224	37619	No	High-quality	High-quality	92.37	0	Siphoviridae	multi-families	lytic	No	0
PN1RJ|k141_95304	vOTU_04225	64154	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN1RK|k141_2791365	vOTU_04226	38942	No	Medium-quality	Genome-fragment	63.3	0	Siphoviridae	multi-families	lysogenic	No	0
PN1RK|k141_3028284	vOTU_04227	41295	No	Medium-quality	Genome-fragment	68.33	0	Siphoviridae	multi-families	lytic	No	0
PN1RL|k141_1021650	vOTU_04228	80429	No	Medium-quality	Genome-fragment	50.3	0	Siphoviridae	multi-families	lytic	No	0
PN1RL|k141_1705863	vOTU_04229	39428	No	Medium-quality	Genome-fragment	64.13	0	Siphoviridae	multi-families	lytic	No	0
PN1RL|k141_947702	vOTU_04230	35327	No	High-quality	High-quality	90.56	0	Siphoviridae	multi-families	lytic	No	0
PN2CA|k141_1416687	vOTU_04231	28263	No	Medium-quality	Genome-fragment	74	0	Siphoviridae	multi-families	lytic	No	0
PN2CA|k141_240490	vOTU_04232	74447	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN2CD|k141_1776313_1	vOTU_04233	26224	No	Medium-quality	Genome-fragment	54.85	0	Siphoviridae	multi-families	lytic	No	0
PN2JG|k141_91417	vOTU_04234	28199	No	Medium-quality	Genome-fragment	74.3	0	Siphoviridae	multi-families	lytic	No	0
PN2LA|k141_500320	vOTU_04235	20938	No	Medium-quality	Genome-fragment	60.66	0	Siphoviridae	multi-families	lytic	No	0
PN2LI|k141_635799	vOTU_04236	122355	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN2RA|k141_186196	vOTU_04237	57766	No	High-quality	High-quality	95.29	0	Siphoviridae	multi-families	lytic	No	0
PN2RA|k141_2091834	vOTU_04238	58561	No	High-quality	High-quality	95.2	0	Siphoviridae	multi-families	lytic	No	0
PN2RG|k141_1456402	vOTU_04239	23026	No	Medium-quality	Genome-fragment	71.54	0	Siphoviridae	multi-families	lytic	No	0
PN2RG|k141_507689	vOTU_04240	13925	No	Medium-quality	Genome-fragment	59.95	0	Siphoviridae	multi-families	lytic	No	0
PN3CD|k141_1181921	vOTU_04241	50316	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN3CF|k141_1066935	vOTU_04242	75283	No	Medium-quality	Genome-fragment	63.7	0	Siphoviridae	multi-families	lytic	No	0
PN3CF|k141_2614888	vOTU_04243	85591	No	Medium-quality	Genome-fragment	55.71	0	Siphoviridae	multi-families	lysogenic	No	0
PN3CF|k141_376321	vOTU_04244	129421	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN3CG|k141_1254072	vOTU_04245	60698	No	High-quality	High-quality	98.55	0	Siphoviridae	multi-families	lytic	No	0
PN3CG|k141_1433310	vOTU_04246	40749	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN3LH|k141_2303514	vOTU_04247	57791	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN3LH|k141_2622391	vOTU_04248	50824	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN3RD|k141_1375315	vOTU_04249	22905	No	Medium-quality	Genome-fragment	57.36	0	Siphoviridae	multi-families	lytic	No	0
PN3RD|k141_1903276	vOTU_04250	32291	No	Medium-quality	Genome-fragment	77.86	0	Siphoviridae	multi-families	lytic	No	0
PN3RF|k141_2620380	vOTU_04251	39921	No	Medium-quality	Genome-fragment	64.92	0	Siphoviridae	multi-families	lytic	No	0
PN4RA|k141_1149581	vOTU_04252	24371	No	Medium-quality	Genome-fragment	75.53	0	Siphoviridae	multi-families	lytic	No	0
PN4RE|k141_334082	vOTU_04253	54940	No	High-quality	High-quality	99.9	0	Siphoviridae	multi-families	lytic	No	0
PN4RF|k141_501339	vOTU_04254	45967	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN5CB|k141_215635	vOTU_04255	35247	No	Medium-quality	Genome-fragment	83.36	0	Siphoviridae	multi-families	lytic	No	0
PN5CC|k141_428189_1	vOTU_04256	25091	No	Medium-quality	Genome-fragment	68.19	0	Siphoviridae	multi-families	lysogenic	No	0
PN5CE|k141_446310	vOTU_04257	50388	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN5CE|k141_622367	vOTU_04258	9105	No	Medium-quality	Genome-fragment	64.41	0	Siphoviridae	multi-families	lysogenic	No	0
PN5CG|k141_23716	vOTU_04259	40942	No	High-quality	High-quality	96.88	0	Siphoviridae	multi-families	lysogenic	No	0
PN5CG|k141_495824_1	vOTU_04260	34899	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN5IH|k141_150187_1	vOTU_04261	34729	No	Medium-quality	Genome-fragment	85.59	0	Siphoviridae	multi-families	lysogenic	No	0
PN5LA|k141_175264_1	vOTU_04262	37282	No	High-quality	High-quality	99.45	0	Siphoviridae	multi-families	lysogenic	No	0
PN5LA|k141_312955_1	vOTU_04263	45531	No	Medium-quality	Genome-fragment	70.91	0	Siphoviridae	multi-families	lysogenic	No	0
PN6RE|k141_1850010	vOTU_04264	42259	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN6RO|k141_1661859	vOTU_04265	47018	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN7RF|k141_2081924	vOTU_04266	38353	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN7RI|k141_1405423	vOTU_04267	29865	No	Medium-quality	Genome-fragment	86.93	0	Siphoviridae	multi-families	lysogenic	No	0
PN7RI|k141_1643397	vOTU_04268	17585	No	Medium-quality	Genome-fragment	50.48	0	Siphoviridae	multi-families	lytic	No	0
PN7RK|k141_535741	vOTU_04269	35540	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN7RO|k141_1695171	vOTU_04270	32561	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN7RQ|k141_11804	vOTU_04271	123855	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN8RA|k141_671593	vOTU_04272	26222	No	Medium-quality	Genome-fragment	75.17	0	Siphoviridae	multi-families	lytic	No	0
PN8RA|k141_749121	vOTU_04273	32621	No	Medium-quality	Genome-fragment	54.41	0	Siphoviridae	multi-families	lytic	No	0
PN8RB|k141_1534990	vOTU_04274	31591	No	Medium-quality	Genome-fragment	51.18	0	Siphoviridae	multi-families	lytic	No	0
PN8RC|k141_243480	vOTU_04275	25786	No	Medium-quality	Genome-fragment	67.96	0	Siphoviridae	multi-families	lytic	No	0
PN8RC|k141_324844	vOTU_04276	21805	No	Medium-quality	Genome-fragment	54.45	0	Siphoviridae	multi-families	lytic	No	0
PN8RD|k141_1517387	vOTU_04277	31146	No	Medium-quality	Genome-fragment	88.48	0	Siphoviridae	multi-families	lysogenic	No	0
PN8RE|k141_394160	vOTU_04278	58479	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN8RE|k141_66740	vOTU_04279	54665	No	Medium-quality	Genome-fragment	87.55	0	Siphoviridae	multi-families	lysogenic	No	0
PN8RF|k141_1304733	vOTU_04280	56404	No	High-quality	High-quality	90.5	0	Siphoviridae	multi-families	lytic	No	0
PN8RJ|k141_102584	vOTU_04281	79263	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN8RJ|k141_838063	vOTU_04282	54385	No	Medium-quality	Genome-fragment	88.56	0	Siphoviridae	multi-families	lytic	No	0
PN8RK|k141_351306	vOTU_04283	161532	No	High-quality	High-quality	100	0	Siphoviridae	multi-families	lysogenic	No	0
PN8RN|k141_1306999	vOTU_04284	21879	No	Medium-quality	Genome-fragment	54.27	0	Siphoviridae	multi-families	lytic	No	0
PN8RO|k141_567155	vOTU_04285	33433	No	Medium-quality	Genome-fragment	82.3	0	Siphoviridae	multi-families	lysogenic	No	0
PN8RP|k141_394309	vOTU_04286	126956	No	Medium-quality	Genome-fragment	83.49	0	Siphoviridae	multi-families	lytic	No	0
PN8RP|k141_431044	vOTU_04287	60144	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN8RP|k141_473552	vOTU_04288	56453	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN8RR|k141_1136766	vOTU_04289	20145	No	Medium-quality	Genome-fragment	53.33	0	Siphoviridae	multi-families	lysogenic	No	0
PN8RS|k141_241990	vOTU_04290	32112	No	Medium-quality	Genome-fragment	52.24	0	Siphoviridae	multi-families	lytic	No	0
PN8RS|k141_29557	vOTU_04291	52550	No	Medium-quality	Genome-fragment	87.04	0	Siphoviridae	multi-families	lytic	No	0
PN8RS|k141_385782	vOTU_04292	41673	No	Medium-quality	Genome-fragment	67.39	0	Siphoviridae	multi-families	lytic	No	0
PN9RK|k141_1098845	vOTU_04293	63949	No	Complete	High-quality	100	0	Siphoviridae	multi-families	lytic	No	0
PN9RK|k141_1153680	vOTU_04294	26347	No	Medium-quality	Genome-fragment	77.16	0	Siphoviridae	multi-families	lytic	No	0
PN13RD|k141_2119452	vOTU_04295	5056	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN13RR|k141_1493163	vOTU_04296	12387	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN5CB|k141_689847	vOTU_04297	8215	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN5CD|k141_204677	vOTU_04298	6859	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN10RE|k141_1989064	vOTU_04299	30722	No	Medium-quality	Genome-fragment	59.68	0	Unclassified	multi-families	lytic	No	0
PN10RF|k141_542221	vOTU_04300	40467	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN10RH|k141_1094854	vOTU_04301	49676	No	Complete	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN10RH|k141_216085	vOTU_04302	23470	No	Medium-quality	Genome-fragment	52.98	0	Unclassified	multi-families	lytic	No	0
PN10RL|k141_616879	vOTU_04303	26176	No	Medium-quality	Genome-fragment	64.38	0	Unclassified	multi-families	lytic	No	0
PN10RL|k141_921375	vOTU_04304	41890	No	High-quality	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN10RM|k141_910357_fragment_2	vOTU_04305	53136	Yes	Medium-quality	Genome-fragment	82.39	30.9	Unclassified	multi-families	lysogenic	No	0
PN10RR|k141_1520381	vOTU_04306	37525	No	Complete	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN11RA|k141_1216636	vOTU_04307	23927	No	Medium-quality	Genome-fragment	67.53	0	Unclassified	multi-families	lytic	No	0
PN11RA|k141_2011539	vOTU_04308	33376	No	Medium-quality	Genome-fragment	77.92	0	Unclassified	multi-families	lytic	No	0
PN11RB|k141_2009907_1	vOTU_04309	39005	No	Medium-quality	Genome-fragment	77.04	0	Unclassified	multi-families	lytic	No	0
PN11RB|k141_84998	vOTU_04310	32438	No	Medium-quality	Genome-fragment	79.58	0	Unclassified	multi-families	lysogenic	No	0
PN11RF|k141_2193383	vOTU_04311	20606	No	Medium-quality	Genome-fragment	52.46	0	Unclassified	multi-families	lysogenic	No	0
PN11RF|k141_2642340	vOTU_04312	33043	No	Complete	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN11RH|k141_1297361_1	vOTU_04313	32913	No	High-quality	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN11RI|k141_1744530	vOTU_04314	16688	No	Medium-quality	Genome-fragment	75.65	0	Unclassified	multi-families	lytic	No	0
PN11RI|k141_2174519	vOTU_04315	37285	No	Medium-quality	Genome-fragment	89.33	0	Unclassified	multi-families	lytic	No	0
PN11RI|k141_2252154	vOTU_04316	22768	No	Complete	High-quality	100	0	Unclassified	multi-families	lysogenic	No	0
PN11RI|k141_2252170	vOTU_04317	20475	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN11RJ|k141_2629171	vOTU_04318	22293	No	Medium-quality	Genome-fragment	55.5	0	Unclassified	multi-families	lytic	No	0
PN12RB|k141_1148777	vOTU_04319	112356	No	Medium-quality	Genome-fragment	77.37	0	Unclassified	multi-families	lytic	No	0
PN12RD|k141_777283	vOTU_04320	62501	No	High-quality	High-quality	98.18	0	Unclassified	multi-families	lysogenic	No	0
PN12RJ|k141_1887489	vOTU_04321	25068	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN13RB|k141_1356816	vOTU_04322	56126	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN13RC|k141_1159726	vOTU_04323	99478	No	Medium-quality	Genome-fragment	53.46	0	Unclassified	multi-families	lytic	No	0
PN13RC|k141_1536025	vOTU_04324	37880	No	Medium-quality	Genome-fragment	64.59	0	Unclassified	multi-families	lytic	No	0
PN13RD|k141_2183223	vOTU_04325	37144	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN13RD|k141_365280	vOTU_04326	33373	No	High-quality	High-quality	97.1	0	Unclassified	multi-families	lytic	No	0
PN13RE|k141_1580282	vOTU_04327	21165	No	Complete	High-quality	100	0	Unclassified	multi-families	lytic	No	0
PN13RF|k141_2155545	vOTU_04328	32390	No	High-quality	High-quality	91.94	0	Unclassified	multi-families	lytic	No	0
PN13RI|k141_640783	vOTU_04329	26697	No	High-quality	High-quality	90.88	0	Unclassified	multi-families	lysogenic	No	0
PN13RK|k141_1592285	vOTU_04330	9408	No	Medium-quality	Genome-fragment	54.47	0	Unclassified	multi-families	lytic	No	0
PN13RL|k141_68908	vOTU_04331	33724	No	Medium-quality	Genome-fragment	77.99	0	Unclassified	multi-families	lytic	No	0
PN13RM|k141_1313645	vOTU_04332	35057	No	High-quality	High-quality	91.6	0	Unclassified	multi-families	lytic	No	0
PN13RN|k141_464293	vOTU_04333	37645	No	Medium-quality	Genome-fragment	88.97	0	Unclassified	multi-families	lytic	No	0
PN13RN|k141_708406_1	vOTU_04334	23173	No	Medium-quality	Genome-fragment	60.93	0	Unclassified	multi-families	lytic	No	0
PN13RP|k141_12769	vOTU_04335	35170	No	Medium-quality	Genome-fragment	55.8	0	Unclassified	multi-families	lytic	No	0
PN13RP|k141_1594279	vOTU_04336	29365	No	Medium-quality	Genome-fragment	53.6	0	Unclassified	multi-families	lytic	No	0
PN13RP|k141_352451	vOTU_04337	13851	No	Medium-quality	Genome-fragment	57.96	0	Unclassified	multi-families	lytic	No	0
PN13RQ|k141_1931242	vOTU_04338	17277	No	High-quality	High-quality	95.07	0	Unclassified	multi-families	lysogenic	No	0
PN13RQ|k141_200450	vOTU_04339	30841	No	High-quality	High-quality	92.48	0	Unclassified	multi-families	lytic	No	0
